Date,Open,High,Low,Close,Adj Close,Volume
2020-10-21,131.0500030517578,133.10000610351562,128.3000030517578,130.25,130.25,39252663
2020-10-22,129.6999969482422,134.60000610351562,128.4499969482422,133.5,133.5,48808592
2020-10-23,134.89999389648438,138.89999389648438,134.10000610351562,137.0,137.0,68711352
2020-10-26,138.39999389648438,140.8000030517578,131.25,133.6999969482422,133.6999969482422,88531579
2020-10-27,134.14999389648438,136.75,130.85000610351562,135.64999389648438,135.64999389648438,56856159
2020-10-28,139.0,143.25,133.5,134.8000030517578,134.8000030517578,152359338
2020-10-29,132.0,133.0,130.0,131.89999389648438,131.89999389648438,66632704
2020-10-30,133.1999969482422,134.5,130.3000030517578,132.64999389648438,132.64999389648438,51128530
2020-11-02,133.64999389648438,134.0,131.10000610351562,132.85000610351562,132.85000610351562,40388690
2020-11-03,135.0,137.39999389648438,133.5500030517578,134.10000610351562,134.10000610351562,52071476
2020-11-04,135.60000610351562,137.0,134.0,135.89999389648438,135.89999389648438,44675934
2020-11-05,137.0,138.0,136.0,137.64999389648438,137.64999389648438,38928602
2020-11-06,137.64999389648438,142.3000030517578,137.64999389648438,139.0,139.0,67966815
2020-11-09,140.60000610351562,141.5,138.6999969482422,141.0,141.0,40277460
2020-11-10,144.0500030517578,146.6999969482422,142.75,146.0,146.0,68794369
2020-11-11,146.5,151.5,145.64999389648438,150.9499969482422,150.9499969482422,78583629
2020-11-12,150.9499969482422,153.85000610351562,150.0,151.1999969482422,151.1999969482422,56145517
2020-11-13,150.0,150.0,145.35000610351562,146.35000610351562,146.35000610351562,32566537
2020-11-17,152.5,159.35000610351562,152.1999969482422,158.0,158.0,82644841
2020-11-18,158.85000610351562,178.8000030517578,158.5500030517578,173.5,173.5,171801183
2020-11-19,171.39999389648438,176.35000610351562,166.5500030517578,167.9499969482422,167.9499969482422,109449407
2020-11-20,170.0500030517578,171.5500030517578,165.5500030517578,169.10000610351562,169.10000610351562,66935703
2020-11-23,169.5,173.89999389648438,165.5500030517578,170.6999969482422,170.6999969482422,54566251
2020-11-24,171.85000610351562,175.5,171.10000610351562,172.0500030517578,172.0500030517578,47695247
2020-11-25,175.0,176.8000030517578,169.25,171.4499969482422,171.4499969482422,54366608
2020-11-26,171.60000610351562,175.0,171.0500030517578,173.75,173.75,39094724
2020-11-27,174.64999389648438,183.85000610351562,174.64999389648438,180.35000610351562,180.35000610351562,125926062
2020-12-01,182.35000610351562,182.39999389648438,178.10000610351562,179.75,179.75,48881250
2020-12-02,184.0,187.35000610351562,181.10000610351562,183.60000610351562,183.60000610351562,88107889
2020-12-03,185.0,186.0,183.25,184.85000610351562,184.85000610351562,33332481
2020-12-04,186.5,188.8000030517578,182.1999969482422,184.14999389648438,184.14999389648438,47995639
2020-12-07,184.4499969482422,186.4499969482422,182.6999969482422,183.5500030517578,183.5500030517578,29802472
2020-12-08,184.9499969482422,185.6999969482422,178.9499969482422,181.8000030517578,181.8000030517578,42143391
2020-12-09,183.0,186.39999389648438,181.64999389648438,182.6999969482422,182.6999969482422,40300535
2020-12-10,182.6999969482422,182.6999969482422,176.39999389648438,177.60000610351562,177.60000610351562,38368777
2020-12-11,177.9499969482422,181.4499969482422,176.5,178.85000610351562,178.85000610351562,43065542
2020-12-14,181.0,181.5,176.6999969482422,177.64999389648438,177.64999389648438,33186273
2020-12-15,176.4499969482422,179.6999969482422,173.25,178.89999389648438,178.89999389648438,41190341
2020-12-16,181.0,183.8000030517578,180.10000610351562,182.5500030517578,182.5500030517578,51259394
2020-12-17,184.0,184.0,180.64999389648438,181.6999969482422,181.6999969482422,34101954
2020-12-18,180.89999389648438,181.5,176.64999389648438,180.5500030517578,180.5500030517578,46065197
2020-12-21,176.0,177.5500030517578,162.5,164.5500030517578,164.5500030517578,75582907
2020-12-22,164.5500030517578,169.1999969482422,156.6999969482422,164.9499969482422,164.9499969482422,110009846
2020-12-23,165.0,169.6999969482422,163.39999389648438,169.1999969482422,169.1999969482422,56930071
2020-12-24,172.0,178.0,172.0,175.9499969482422,175.9499969482422,73831319
2020-12-28,179.85000610351562,187.39999389648438,179.0,186.35000610351562,186.35000610351562,98012135
2020-12-29,187.89999389648438,188.4499969482422,181.10000610351562,183.4499969482422,183.4499969482422,71318085
2020-12-30,183.10000610351562,185.39999389648438,180.39999389648438,184.14999389648438,184.14999389648438,38576159
2020-12-31,184.85000610351562,187.5,182.8000030517578,183.85000610351562,183.85000610351562,48978310
2021-01-01,184.9499969482422,187.0,184.5,186.5,186.5,27334421
2021-01-04,191.8000030517578,193.0,188.75,191.3000030517578,191.3000030517578,63980597
2021-01-05,187.10000610351562,193.89999389648438,185.0500030517578,193.1999969482422,193.1999969482422,75752593
2021-01-06,194.4499969482422,197.60000610351562,190.64999389648438,195.39999389648438,195.39999389648438,75621947
2021-01-07,197.0,200.35000610351562,195.10000610351562,196.75,196.75,66024848
2021-01-08,198.75,201.5,197.10000610351562,198.14999389648438,198.14999389648438,53991568
2021-01-11,199.89999389648438,225.39999389648438,199.64999389648438,220.64999389648438,220.64999389648438,182483100
2021-01-12,227.0,252.39999389648438,224.10000610351562,237.8000030517578,237.8000030517578,390577839
2021-01-13,242.89999389648438,248.8000030517578,238.39999389648438,242.60000610351562,242.60000610351562,164649387
2021-01-14,242.85000610351562,249.8000030517578,238.60000610351562,245.10000610351562,245.10000610351562,86819519
2021-01-15,246.0,264.6499938964844,242.60000610351562,260.29998779296875,260.29998779296875,250038029
2021-01-18,261.6499938964844,262.45001220703125,241.14999389648438,245.9499969482422,245.9499969482422,173383224
2021-01-19,251.5,261.70001220703125,251.3000030517578,258.6499938964844,258.6499938964844,136861059
2021-01-20,260.0,277.5,258.8500061035156,274.8999938964844,274.8999938964844,205145151
2021-01-21,281.0,299.0,280.0,290.6000061035156,290.6000061035156,283614463
2021-01-22,295.95001220703125,306.8999938964844,278.3500061035156,289.3500061035156,289.3500061035156,316008609
2021-01-25,296.8999938964844,299.5,277.3500061035156,279.1499938964844,279.1499938964844,164346913
2021-01-27,274.8999938964844,275.0,265.70001220703125,267.5,267.5,126586833
2021-01-28,260.04998779296875,273.3999938964844,259.04998779296875,266.79998779296875,266.79998779296875,129156876
2021-01-29,273.0,278.79998779296875,260.6000061035156,262.70001220703125,262.70001220703125,138442348
2021-02-01,269.75,282.0,255.35000610351562,279.6000061035156,279.6000061035156,165655500
2021-02-02,293.6000061035156,328.8500061035156,290.3999938964844,322.0,322.0,251965965
2021-02-03,339.20001220703125,341.8999938964844,326.20001220703125,331.0,331.0,224190114
2021-02-04,329.0,334.5,322.45001220703125,326.1499938964844,326.1499938964844,121033002
2021-02-05,327.6000061035156,330.0,312.6000061035156,315.8999938964844,315.8999938964844,103512235
2021-02-08,318.75,339.25,318.0,335.95001220703125,335.95001220703125,102123614
2021-02-09,337.0,338.5,322.20001220703125,325.04998779296875,325.04998779296875,105981081
2021-02-10,326.0,332.6499938964844,319.5,328.8999938964844,328.8999938964844,93466949
2021-02-11,326.45001220703125,331.3500061035156,323.3999938964844,325.0,325.0,55257166
2021-02-12,326.3999938964844,330.5,321.25,325.3999938964844,325.3999938964844,64093642
2021-02-15,329.8999938964844,335.79998779296875,324.0,333.3500061035156,333.3500061035156,78680452
2021-02-16,335.45001220703125,337.8999938964844,327.5,329.20001220703125,329.20001220703125,65943843
2021-02-17,326.8999938964844,334.25,325.45001220703125,330.1499938964844,330.1499938964844,52150941
2021-02-18,331.5,331.75,321.1000061035156,323.8500061035156,323.8500061035156,49204247
2021-02-19,321.95001220703125,321.95001220703125,301.3999938964844,311.8500061035156,311.8500061035156,80274683
2021-02-22,312.45001220703125,313.8999938964844,302.1499938964844,304.5,304.5,57723298
2021-02-23,308.5,328.8999938964844,308.5,324.0,324.0,133310157
2021-02-24,325.0,330.0,316.5,321.6499938964844,321.6499938964844,50821757
2021-02-25,325.3500061035156,334.70001220703125,323.25,333.1499938964844,333.1499938964844,64514912
2021-02-26,323.0,332.95001220703125,318.8500061035156,322.95001220703125,322.95001220703125,91901339
2021-03-01,330.0,331.8500061035156,322.70001220703125,328.29998779296875,328.29998779296875,61190868
2021-03-02,331.1000061035156,347.20001220703125,326.45001220703125,345.75,345.75,127708761
2021-03-03,348.6499938964844,357.0,346.5,348.5,348.5,92006451
2021-03-04,339.0,345.3999938964844,337.29998779296875,339.20001220703125,339.20001220703125,59863169
2021-03-05,333.0,337.8500061035156,319.70001220703125,325.1499938964844,325.1499938964844,86738909
2021-03-08,331.75,331.75,318.79998779296875,321.25,321.25,81925952
2021-03-09,325.0,328.3500061035156,309.6000061035156,315.20001220703125,315.20001220703125,74702208
2021-03-10,319.5,324.45001220703125,316.70001220703125,321.45001220703125,321.45001220703125,58643853
2021-03-12,325.04998779296875,326.5,314.1499938964844,317.54998779296875,317.54998779296875,48360842
2021-03-15,320.0,320.3999938964844,310.04998779296875,318.54998779296875,318.54998779296875,45081385
2021-03-16,321.0,321.8999938964844,315.1000061035156,319.95001220703125,319.95001220703125,39267404
2021-03-17,318.6000061035156,320.0,304.0,305.79998779296875,305.79998779296875,47262481
2021-03-18,311.0,316.6000061035156,299.75,307.0,307.0,73731921
2021-03-19,303.5,311.0,290.20001220703125,308.95001220703125,308.95001220703125,109932681
2021-03-22,306.45001220703125,307.5,300.1000061035156,303.04998779296875,303.04998779296875,56385019
2021-03-23,305.0,312.25,304.0,307.3999938964844,307.3999938964844,60240483
2021-03-24,303.54998779296875,305.0,293.20001220703125,294.45001220703125,294.45001220703125,61523819
2021-03-25,294.0,294.0,282.25,285.54998779296875,285.54998779296875,84528317
2021-03-26,290.5,301.3999938964844,290.5,296.3999938964844,296.3999938964844,80924011
2021-03-30,300.5,301.29998779296875,292.70001220703125,297.04998779296875,297.04998779296875,45257233
2021-03-31,299.0,307.5,297.5,301.79998779296875,301.79998779296875,58569012
2021-04-01,306.75,309.8500061035156,303.04998779296875,307.75,307.75,44088352
2021-04-05,306.79998779296875,311.70001220703125,297.20001220703125,305.04998779296875,305.04998779296875,66178755
2021-04-06,306.1499938964844,313.79998779296875,304.79998779296875,307.75,307.75,63031783
2021-04-07,306.75,310.6499938964844,305.1000061035156,307.79998779296875,307.79998779296875,39073986
2021-04-08,307.8999938964844,319.79998779296875,307.5,313.95001220703125,313.95001220703125,62459774
2021-04-09,313.20001220703125,325.0,312.5,318.20001220703125,318.20001220703125,75462572
2021-04-12,307.8500061035156,307.8500061035156,282.8999938964844,286.54998779296875,286.54998779296875,105342538
2021-04-13,287.25,304.54998779296875,280.54998779296875,302.8500061035156,302.8500061035156,116874853
2021-04-15,303.0,307.54998779296875,296.5,303.5,303.5,75262749
2021-04-16,302.0,315.0,300.1499938964844,310.0,310.0,75330709
2021-04-19,295.0,304.5,292.79998779296875,301.3999938964844,301.3999938964844,65791784
2021-04-20,307.70001220703125,308.1499938964844,294.20001220703125,298.04998779296875,298.04998779296875,56740291
2021-04-22,294.0,302.5,292.20001220703125,294.54998779296875,294.54998779296875,61022978
2021-04-23,291.0,300.0,290.5,294.0,294.0,58158986
2021-04-26,297.0,299.0,294.6000061035156,295.3999938964844,295.3999938964844,30583139
2021-04-27,295.70001220703125,302.5,295.1000061035156,301.5,301.5,35040532
2021-04-28,303.5,309.5,303.0,305.8999938964844,305.8999938964844,44668126
2021-04-29,308.8999938964844,310.0,301.25,301.8999938964844,301.8999938964844,36647292
2021-04-30,298.20001220703125,301.29998779296875,292.54998779296875,293.8500061035156,293.8500061035156,36121668
2021-05-03,289.29998779296875,294.75,285.0,293.0,293.0,35376618
2021-05-04,296.3500061035156,299.75,288.04998779296875,289.45001220703125,289.45001220703125,38640006
2021-05-05,293.5,293.8999938964844,288.5,291.5,291.5,29350536
2021-05-06,291.5,302.0,290.29998779296875,301.25,301.25,45032502
2021-05-07,303.0,305.95001220703125,300.5,302.75,302.75,41591323
2021-05-10,304.5,315.70001220703125,304.0,314.8500061035156,314.8500061035156,53260388
2021-05-11,309.54998779296875,320.75,308.1000061035156,315.54998779296875,315.54998779296875,58472304
2021-05-12,318.25,334.75,316.25,326.0,326.0,111584920
2021-05-14,329.3500061035156,329.5,310.0,312.25,312.25,81305325
2021-05-17,315.3999938964844,323.8500061035156,311.3999938964844,321.1000061035156,321.1000061035156,51162423
2021-05-18,325.95001220703125,336.6499938964844,324.0,332.45001220703125,332.45001220703125,86153088
2021-05-19,313.0,322.95001220703125,312.1000061035156,314.45001220703125,314.45001220703125,119407026
2021-05-20,316.0,316.6000061035156,306.1000061035156,307.70001220703125,307.70001220703125,54043899
2021-05-21,312.0,315.70001220703125,309.5,313.1000061035156,313.1000061035156,40358753
2021-05-24,314.75,315.79998779296875,310.20001220703125,311.8500061035156,311.8500061035156,31963997
2021-05-25,315.54998779296875,319.0,313.8500061035156,315.25,315.25,37382263
2021-05-26,316.1000061035156,320.0,314.79998779296875,315.5,315.5,28639717
2021-05-27,317.04998779296875,323.45001220703125,316.54998779296875,318.6000061035156,318.6000061035156,49484106
2021-05-28,322.6499938964844,324.5,316.5,318.75,318.75,26618815
2021-05-31,318.70001220703125,319.75,312.1000061035156,318.75,318.75,30917309
2021-06-01,319.20001220703125,325.70001220703125,317.29998779296875,318.1000061035156,318.1000061035156,32595728
2021-06-02,315.95001220703125,324.3999938964844,315.6000061035156,323.0,323.0,26323777
2021-06-03,325.29998779296875,327.70001220703125,323.6499938964844,325.6499938964844,325.6499938964844,21408371
2021-06-04,325.1499938964844,336.8999938964844,324.25,334.95001220703125,334.95001220703125,41278749
2021-06-07,339.75,351.0,339.75,345.5,345.5,64986814
2021-06-08,346.25,356.6499938964844,337.5,352.75,352.75,44104954
2021-06-09,356.20001220703125,358.8999938964844,339.75,343.3500061035156,343.3500061035156,59334814
2021-06-10,345.20001220703125,347.8500061035156,342.3999938964844,344.75,344.75,24351860
2021-06-11,346.0,352.8999938964844,344.3500061035156,350.75,350.75,36441967
2021-06-14,350.04998779296875,357.8999938964844,341.1000061035156,355.95001220703125,355.95001220703125,38482142
2021-06-15,355.75,360.75,351.5,352.70001220703125,352.70001220703125,35526159
2021-06-16,350.1000061035156,356.0,348.1000061035156,349.3500061035156,349.3500061035156,27550588
2021-06-17,348.3999938964844,352.8999938964844,342.25,345.6499938964844,345.6499938964844,29236974
2021-06-18,345.6499938964844,346.8999938964844,329.0,337.3999938964844,337.3999938964844,49440514
2021-06-21,330.8999938964844,335.79998779296875,326.20001220703125,334.29998779296875,334.29998779296875,29123887
2021-06-22,337.1000061035156,344.29998779296875,336.1499938964844,337.8999938964844,337.8999938964844,26708459
2021-06-23,341.0,343.25,334.29998779296875,335.25,335.25,25741628
2021-06-24,335.0,337.3999938964844,333.3500061035156,334.6499938964844,334.6499938964844,15580223
2021-06-25,335.8999938964844,342.79998779296875,335.8999938964844,339.6499938964844,339.6499938964844,22426352
2021-06-28,340.79998779296875,345.0,337.54998779296875,342.79998779296875,342.79998779296875,17843975
2021-06-29,342.6499938964844,346.5,339.6000061035156,341.54998779296875,341.54998779296875,22462297
2021-06-30,342.0,345.3500061035156,338.8500061035156,339.6000061035156,339.6000061035156,18277841
2021-07-01,341.5,347.3999938964844,341.20001220703125,344.25,344.25,27944816
2021-07-02,345.29998779296875,345.54998779296875,340.5,344.8999938964844,344.8999938964844,18304387
2021-07-05,347.04998779296875,350.1000061035156,344.0,346.1000061035156,346.1000061035156,18399524
2021-07-06,348.0,358.20001220703125,311.5,316.8999938964844,316.8999938964844,164083830
2021-07-07,316.0,319.1000061035156,306.25,317.1000061035156,317.1000061035156,112183313
2021-07-08,314.79998779296875,314.79998779296875,305.0,306.3500061035156,306.3500061035156,87360324
2021-07-09,305.79998779296875,308.8500061035156,301.8500061035156,306.29998779296875,306.29998779296875,48807214
2021-07-12,310.79998779296875,312.0,306.1000061035156,307.45001220703125,307.45001220703125,32282319
2021-07-13,310.0,312.25,308.1499938964844,310.95001220703125,310.95001220703125,25736308
2021-07-14,310.0,313.29998779296875,308.6499938964844,309.54998779296875,309.54998779296875,21863250
2021-07-15,310.5,312.8500061035156,307.6000061035156,310.25,310.25,23617599
2021-07-16,311.1000061035156,315.45001220703125,310.5,311.25,311.25,25148606
2021-07-19,308.95001220703125,310.29998779296875,306.0,308.8500061035156,308.8500061035156,21346348
2021-07-20,307.0,308.0,301.04998779296875,302.1499938964844,302.1499938964844,27672567
2021-07-22,305.5,307.45001220703125,301.04998779296875,302.54998779296875,302.54998779296875,21338361
2021-07-23,300.5,301.8999938964844,295.0,295.54998779296875,295.54998779296875,33435130
2021-07-26,295.0,297.0,291.0,293.1499938964844,293.1499938964844,27502360
2021-07-27,293.0,297.6499938964844,288.6000061035156,291.3999938964844,291.3999938964844,55132877
2021-07-28,290.0,290.8999938964844,283.6000061035156,284.45001220703125,284.45001220703125,36139725
2021-07-29,287.54998779296875,295.3999938964844,287.54998779296875,292.8999938964844,292.8999938964844,57733359
2021-07-30,294.0,300.0,293.25,293.95001220703125,293.95001220703125,30589609
2021-08-02,299.1499938964844,299.3999938964844,295.6000061035156,296.8500061035156,296.8500061035156,19273390
2021-08-03,298.5,304.5,297.70001220703125,303.70001220703125,303.70001220703125,31063992
2021-08-04,304.75,306.45001220703125,297.20001220703125,298.1499938964844,298.1499938964844,26186248
2021-08-05,295.5,300.8999938964844,292.75,299.70001220703125,299.70001220703125,20704901
2021-08-06,300.04998779296875,303.3999938964844,297.6499938964844,300.04998779296875,300.04998779296875,16001898
2021-08-09,300.75,304.20001220703125,296.04998779296875,298.1000061035156,298.1000061035156,16985859
2021-08-10,297.8999938964844,300.20001220703125,291.0,294.20001220703125,294.20001220703125,15173990
2021-08-11,295.29998779296875,297.79998779296875,286.45001220703125,295.45001220703125,295.45001220703125,20802022
2021-08-12,297.29998779296875,307.3999938964844,297.29998779296875,306.0,306.0,33652880
